label,smarts,count
O=[C]([R])C([S][R])[N]([R])[C](=O)[R],[#0:1]-[#6](=[#8])-[#7](-[#6](-[#16]-[#0:2])-[#6](=[#8])-[#0:3])-[#0:4],1
O=[C]([R])C=C([S][R])[N]([R])[C](=O)[R],[#0:1]-[#6](=[#8])-[#7](-[#6](=[#6H]-[#6](=[#8])-[#0:2])-[#16]-[#0:3])-[#0:4],1
O=[S](=O)([R])N=[S]([R])[R],[#0:1]-[#16](=[#8])(=[#8])-[#7]=[#16](-[#0:2])-[#0:3],1
O=[As]([R])([R])[R],[#0:1]-[As](=[#8])(-[#0:2])-[#0:3],1
O=[S]([R])C[O][R],[#6H2](-[#8]-[#0:1])-[#16](-[#0:2])=[#8],1
[N-]=[N+]=N[C](=O)[R],[#0:1]-[#6](=[#8])-[#7]=[#7+]=[#7-],1
O=[C]([R])ON=CC(=CC(=O)[N]([R])[R])[N]([R])[R],[#0:1]-[#6](=[#8])-[#8]-[#7]=[#6H]/[#6](=[#6H]/[#6](=[#8])-[#7](-[#0:2])-[#0:4])-[#7](-[#0:3])-[#0:5],1
C=C(OC[O][R])[C](=O)[R],[#6H]=[#6](-[#8]-[#6H]-[#8]-[#0:1])-[#6](=[#8])-[#0:2],1
O=[C]([R])OCOC[O][R],[#0:1]-[#8]-[#6H2]-[#8]-[#6H]-[#8]-[#6](-[#0:2])=[#8],1
C=CC=CO[C](=O)[R],[#0:1]-[#6](=[#8])-[#8]-[#6H]=[#6]-[#6H]=[#6H],1
O=[C]([R])OC=N[O][R],[#0:1]-[#6](=[#8])-[#8]-[#6H]=[#7]-[#8]-[#0:2],1
OC1CO1,[#6H2]1-[#8]-[#6H]-1-[#8],1
O=[C]([R])OC1CO1,[#6H]1-[#8]-[#6H]-1-[#8]-[#6](-[#0:1])=[#8],1
OCO[N]([R])[R],[#0:1]-[#7](-[#0:2])-[#8]-[#6H]-[#8],1
O=[C]([R])[O][Mg][Cl],[#0:1]-[#6](=[#8])-[#8]-[Mg]-[#17],1
C=CC=N[S](=O)[R],[#0:1]-[#16](=[#8])/[#7]=[#6H]/[#6]=[#6H],1
C=[C]([Nar])[C](=O)[R],[#0:1]-[#6](=[#8])-[#6](=[#6H])-[#7],1
O=[C]([R])C(=[N][R])[N]([R])[N]([R])[R],[#0:1]-[#6](=[#8])/[#6](=[#7]/[#0:2])-[#7](-[#7](-[#0:3])-[#0:5])-[#0:4],1
O=[C]([R])[C]([Nar+])=C([S-])[N]([R])[R],[#0:1]-[#6](=[#8])-[#6](=[#6](-[#16-])-[#7](-[#0:2])-[#0:3])-[#7+],1
O=C([N]([R])[R])P(=O)([O][R])[O][R],[#0:1]-[#8]-[#15](=[#8])(-[#8]-[#0:2])-[#6](=[#8])-[#7](-[#0:3])-[#0:4],1
O=[S](=O)([R])N=c1scc[n]1[R],[#6H]1=[#6]-[#16]-[#6](=[#7]-[#16](=[#8])(=[#8])-[#0:1])-[#7]-1-[#0:2],1
O=C1C([N]([R])[R])=CS(=O)(=O)[N]1[R],[#0:1]-[#7]1-[#6](=[#8])-[#6](-[#7](-[#0:2])-[#0:3])=[#6H]-[#16]-1(=[#8])=[#8],1
C=C(F)F,[#6H2]=[#6](-[#9])-[#9],1
[R][S][N]([R])[R],[#0:1]-[#7](-[#16]-[#0:2])-[#0:3],1
O=C(O)C=C[N]([R])[C](=O)[R],[#0:1]-[#6](=[#8])-[#7](-[#6H]=[#6H]-[#6](=[#8])-[#8])-[#0:2],1
C=CC=N[N]([R])C(=O)C(=C)[N]([R])[C](=O)[R],[#6H2]=[#6](-[#7](-[#6](=[#8])-[#0:1])-[#0:2])-[#6](=[#8])-[#7](/[#7]=[#6]/[#6]=[#6H])-[#0:3],1
C=C([C](=O)[R])C([O][R])[N]([R])[R],[#0:1]-[#6](=[#8])-[#6](=[#6H])-[#6](-[#8]-[#0:2])-[#7](-[#0:3])-[#0:4],1
O=[C]([R])C1=COC([N]([R])[R])C=C1,[#6H]1=[#6]-[#6](=[#6H]-[#8]-[#6]-1-[#7](-[#0:2])-[#0:3])-[#6](-[#0:1])=[#8],1
C=COCO[C](=O)[R],[#6H2]=[#6]-[#8]-[#6H]-[#8]-[#6](=[#8])-[#0:1],1
O=C1C(=CC=[N+]([R])[R])C([O-])=C1C=C[N]([R])[R],[#0:1]-[#7](/[#6H]=[#6]\[#6]1=[#6](-[#8-])/[#6](=[#6]/[#6H]=[#7+](-[#0:2])-[#0:3])-[#6]-1=[#8])-[#0:4],1
O=C(C=NC(=O)[N]([R])[N]([R])[R])[N]([R])[R],[#0:1]-[#7](-[#6](=[#8])-[#6H]=[#7]-[#6](=[#8])-[#7](-[#7](-[#0:4])-[#0:5])-[#0:3])-[#0:2],1
[R][N]=CC=C1[N]([R])N=C([S][R])[N]1[R],[#0:1]-[#16]-[#6]1=[#7]-[#7](-[#6](=[#6H]-[#6]=[#7]-[#0:2])-[#7]-1-[#0:3])-[#0:4],1
O=C([O][R])OCN([C](=O)[R])[C](=O)[R],[#0:1]-[#8]-[#6](=[#8])-[#8]-[#6]-[#7](-[#6](=[#8])-[#0:2])-[#6](-[#0:3])=[#8],1
O=C([O][R])[N]([R])C(=O)[N]([R])[S](=O)(=O)[R],[#0:1]-[#7](-[#6](=[#8])-[#7](-[#6](=[#8])-[#8]-[#0:2])-[#0:4])-[#16](-[#0:3])(=[#8])=[#8],1
O=[C]([Nar])C=N[N]([R])[C](=O)[R],[#7]-[#6](=[#8])-[#6H]=[#7]-[#7](-[#0:1])-[#6](=[#8])-[#0:2],1
[R][N]([R])[N]([R])C=C([CH]=[Car])[N]=[Car],[#0:1]-[#7](-[#7](/[#6H]=[#6](\[#6]=[#0:2])-[#7]=[#0:3])-[#0:5])-[#0:4],1
O=P(OP(=O)([N]([R])[R])[N]([R])[R])([N]([R])[R])[N]([R])[R],[#0:1]-[#7](-[#15](=[#8])(-[#7](-[#0:2])-[#0:6])-[#8]-[#15](=[#8])(-[#7](-[#0:3])-[#0:7])-[#7](-[#0:4])-[#0:8])-[#0:5],1
O=[C]([R])[N]([R])C=N[S](=O)(=O)[R],[#0:1]-[#6](=[#8])-[#7](-[#6H]=[#7]-[#16](=[#8])(=[#8])-[#0:2])-[#0:3],1
O=C(C(=C[N]([R])[R])N=[N][R])[N]([R])[R],[#0:1]/[#7]=[#7]/[#6](-[#6](-[#7](-[#0:3])-[#0:4])=[#8])=[#6H]/[#7](-[#0:2])-[#0:5],1
C=CC=NN=CC=C,[#6H2]=[#6]/[#6H]=[#7]\[#7]=[#6H]\[#6]=[#6H2],1
C=CC1OC1[C](=O)[R],[#0:1]-[#6](=[#8])-[#6H]1-[#8]-[#6]-1-[#6]=[#6H],1
C1OC1C1CO1,[#6H]1-[#8]-[#6]-1-[#6]1-[#8]-[#6H2]-1,1
O=[C]([R])C(=C([C](=O)[R])[N]([R])[C](=O)[R])[N]([R])[R],[#0:1]-[#6](=[#8])-[#7](-[#0:2])-[#6](=[#6](-[#7](-[#0:3])-[#0:6])-[#6](=[#8])-[#0:4])-[#6](-[#0:5])=[#8],1
O=C(ON([C](=O)[R])C(=O)[N]([R])[R])[N]([R])[R],[#0:1]-[#7](-[#6](=[#8])-[#8]-[#7](-[#6](-[#0:2])=[#8])-[#6](=[#8])-[#7](-[#0:3])-[#0:5])-[#0:4],1
O=S(=O)(C(Cl)=CCl)[N]([R])[R],[#0:1]-[#7](-[#16](=[#8])(=[#8])-[#6](-[#17])=[#6H]-[#17])-[#0:2],1
O=C1[N]([R])C(=C[N]([R])[R])[N]([R])[N]1[R],[#0:1]-[#7](-[#6]=[#6]1-[#7](-[#7](-[#6](=[#8])-[#7]-1-[#0:5])-[#0:4])-[#0:3])-[#0:2],1
O=[C]1[R][N]([R])C(=O)N1[N]([R])[S](=O)(=O)[R],[#0:1]1-[#7](-[#6](=[#8])-[#7](-[#7](-[#16](=[#8])(=[#8])-[#0:2])-[#0:4])-[#6]-1=[#8])-[#0:3],1
C=[C]([Nar])C(=O)O,[#6H]=[#6](-[#6](=[#8])-[#8])-[#7],1
O=[C]([R])N(C[N]([R])[R])C(=O)[N]([R])[R],[#0:1]-[#7](-[#6]-[#7](-[#6](=[#8])-[#0:2])-[#6](-[#7](-[#0:3])-[#0:4])=[#8])-[#0:5],1
[R][O]C[N+]([R])([R])[R],[#0:1]-[#7+](-[#0:2])(-[#0:3])-[#6]-[#8]-[#0:4],1
C#CC=N[O][R],[#6H]#[#6]/[#6H]=[#7]\[#8]-[#0:1],1
C#CC#CC#CC#CC#CC#CC#CO[P](=O)([R])[O][R],[#6H]#[#6]-[#6]#[#6]-[#6]#[#6]-[#6]#[#6]-[#6]#[#6]-[#6]#[#6]-[#6]#[#6]-[#8]-[#15](=[#8])(-[#0:1])-[#8]-[#0:2],1
O=C([O][R])OC[S][R],[#0:1]-[#16]-[#6]-[#8]-[#6](=[#8])-[#8]-[#0:2],1
O=[C]1N=C([N]([R])[C](=O)[R])[O][R]1,[#0:1]1-[#8]-[#6](-[#7](-[#6](=[#8])-[#0:2])-[#0:3])=[#7]-[#6]-1=[#8],1
C=C1C(=C[O][R])[N]([R])[N]([R])C([N]([R])[R])=C1C#N,[#6H]=[#6]1-[#6](=[#6]-[#8]-[#0:1])-[#7](-[#7](-[#0:2])-[#6](-[#7](-[#0:4])-[#0:5])=[#6]-1-[#6]#[#7])-[#0:3],1
C=CC(=O)C(=C)[C](=O)[R],[#6H2]=[#6](-[#6](=[#8])-[#0:1])-[#6](-[#6H]=[#6H])=[#8],1
C=CC(=[N][R])[S][R],[#0:2]-[#16]-[#6](-[#6]=[#6H])=[#7]-[#0:1],1
[O-][N+]1=CC(C=NO)=NC1,[#6H2]1-[#7]=[#6](-[#6H]=[#7+]-1-[#8-])-[#6H]=[#7]-[#8],1
O=[C]([R])C([N]([R])[R])=[N+]([O-])CO,[#0:1]-[#7](-[#6](-[#6](=[#8])-[#0:2])=[#7+](-[#8-])-[#6H2]-[#8])-[#0:3],1
C=CC=C1C(=O)OCOC1=O,[#6H2]1-[#8]-[#6](=[#8])-[#6](=[#6]-[#6]=[#6H])-[#6](=[#8])-[#8]-1,1
O=C1C=C(O)OCO1,[#6H2]1-[#8]-[#6](=[#8])-[#6H]=[#6](-[#8])-[#8]-1,1
[O-][N+]([R])=CC=[N+]([O-])[R],[#0:1]-[#7+](-[#8-])=[#6H]-[#6H]=[#7+](-[#8-])-[#0:2],1
O=C(O)C=CC=CC=CC=CC=C[C](=O)[R],[#6H](=[#6H]/[#6]=[#6]/[#6H]=[#6]/[#6]=[#6]/[#6H]=[#6]/[#6](=[#8])-[#8])-[#6](-[#0:1])=[#8],1
O=C(C=CN=C1[S][R][C](=O)[N]1[R])[N]([R])[R],[#6H](=[#6H]-[#6](=[#8])-[#7](-[#0:1])-[#0:4])-[#7]=[#6]1-[#7](-[#0:2])-[#6](=[#8])-[#0:3]-[#16]-1,1
O=[C]([R])ON=C1C=CC(=O)C(Br)=C1,[#6H]1=[#6H]/[#6](=[#7]/[#8]-[#6](=[#8])-[#0:1])-[#6]=[#6](-[#35])-[#6]-1=[#8],1
O=[C]1C=CC(=O)[N]([R])[N]([R])[R]1,[#6H]1=[#6H]-[#6](=[#8])-[#0:1]-[#7](-[#7](-[#6]-1=[#8])-[#0:3])-[#0:2],1
C#CC1=CC(=C)[N+]([B-](F)(F)[Nar])=C1,[#6H]1=[#6](-[#6]#[#6H])-[#6H]=[#7+](-[#6]-1=[#6H2])-[#5-](-[#7])(-[#9])-[#9],1
C=C(Cl)[N]([R])C([N]([R])[R])[N]([R])[R],[#6H2]=[#6](-[#17])-[#7](-[#6](-[#7](-[#0:1])-[#0:4])-[#7](-[#0:2])-[#0:5])-[#0:3],1
C=C([N]([R])[R])[N]([R])C(Cl)[N]([R])[R],[#6H2]=[#6](-[#7](-[#0:1])-[#0:3])-[#7](-[#6](-[#17])-[#7](-[#0:2])-[#0:5])-[#0:4],1
O=C(C=C[N]([R])C=CP(=O)([O][R])[O][R])[O][R],[#6H](=[#6H]-[#6](=[#8])-[#8]-[#0:1])-[#7](-[#6H]=[#6H]-[#15](=[#8])(-[#8]-[#0:2])-[#8]-[#0:3])-[#0:4],1
C=CN=c1nc([N]([R])[R])[n]([R])[n]1[R],[#6H](=[#6H])-[#7]=[#6]1-[#7](-[#0:1])-[#7](-[#6](-[#7](-[#0:3])-[#0:4])=[#7]-1)-[#0:2],1
C=CC(C=C)=NO,[#6H](=[#6H2])-[#6](-[#6]=[#6H])=[#7]-[#8],1
[R][NH][CH]=[Car],[#6H](=[#0:1])-[#7]-[#0:2],1
C=CC(=O)[CH]=[Car],[#6H]=[#6]-[#6](=[#8])-[#6]=[#6H2],1
O=[C]([R])C([C](=O)[R])=C1C=C[N]([R])C=C1,[#6H]1=[#6]-[#6](=[#6](-[#6](=[#8])-[#0:1])-[#6](-[#0:2])=[#8])-[#6]=[#6H]-[#7]-1-[#0:3],1
C=CC=CC=S,[#6H](=[#6H])-[#6]=[#6]-[#6H]=[#16],1
O=C1C=CC(=NO)C=C1,[#6H]1=[#6]-[#6](=[#8])-[#6H]=[#6]-[#6]-1=[#7]-[#8],1
C=CN(O)C[N]([R])[R],[#6H](=[#6H])-[#7](-[#6H]-[#7](-[#0:1])-[#0:2])-[#8],1
C=CSCN=C[N]([R])[C](=O)[R],[#6H](=[#6H])-[#16]-[#6H]-[#7]=[#6H]-[#7](-[#6](-[#0:1])=[#8])-[#0:2],1
OC(N=C([N]=[Car])[N]=[Car])=C1N=C[N]([R])[N]1[R],[#6H]1=[#7]-[#6](=[#6](-[#8])-[#7]=[#6](-[#7]=[#0:1])-[#7]=[#0:2])-[#7](-[#7]-1-[#0:3])-[#0:4],1
ON=CC=[N][R],[#6H](=[#7]-[#0:1])-[#6H]=[#7]-[#8],1
O=C1C(=C[N](O)[R])C=N[N]1[R],[#6H]1=[#7]-[#7](-[#0:1])-[#6](=[#8])/[#6]-1=[#6]\[#7](-[#8])-[#0:2],1
O=C1C(=C[N]([R])[Nar])C=N[N]1[R],[#6H]1=[#7]-[#7](-[#0:1])-[#6](=[#8])/[#6]-1=[#6]\[#7](-[#7])-[#0:2],1
S=C1C(=C[N]([R])[R])C=N[N]1[R],[#6H]1=[#7]-[#7](-[#0:1])-[#6](=[#16])/[#6]-1=[#6]/[#7](-[#0:2])-[#0:3],1
O=[C]([R])N=c1ccc(C=CC(=O)[N]([R])[R])c[n]1[R],[#0:1]-[#7](-[#0:2])-[#6](=[#8])/[#6]=[#6]/[#6]1=[#6]-[#7](-[#6](=[#7]-[#6](=[#8])-[#0:3])-[#6H]=[#6]-1)-[#0:4],1
O=[S](=O)([R])N=C[N]([R])C=[N][R],[#0:1]-[#7]=[#6]-[#7](-[#0:2])-[#6H]=[#7]-[#16](-[#0:3])(=[#8])=[#8],1
O=[C]([R])C(=N[N]([R])[R])C(=O)[N]([R])[R],[#0:2]-[#6](=[#8])-[#6](-[#6](=[#8])-[#7](-[#0:3])-[#0:5])=[#7]-[#7](-[#0:4])-[#0:1],1
O=C(N=C([N]([R])[R])[N]([R])[R])[N]([R])[R],[#0:1]-[#7](-[#6](=[#7]-[#6](=[#8])-[#7](-[#0:2])-[#0:5])-[#7](-[#0:3])-[#0:6])-[#0:4],1
O=C([N]([R])[R])[N]([R])C(=[N][R])[N]([R])[R],[#0:1]-[#7](-[#6](=[#7]-[#0:2])-[#7](-[#0:3])-[#6](=[#8])-[#7](-[#0:4])-[#0:6])-[#0:5],1
[R][O]N=CBr,[#6H](-[#35])=[#7]-[#8]-[#0:1],1
O=[C]1C=C([N]([R])[R])[N]([N]([R])[R])[R]1,[#6H]1=[#6](-[#7](-[#0:2])-[#0:3])-[#7](-[#7](-[#0:4])-[#0:5])-[#0:1]-[#6]-1=[#8],1
O=C1C=CC=CC1=N[N]([R])[R],[#0:1]-[#7](/[#7]=[#6]1\[#6]=[#6]-[#6]=[#6H]-[#6]-1=[#8])-[#0:2],1
O=[C]([R])OC=C[N+](=O)[O-],[#6H](=[#6H]-[#8]-[#6](=[#8])-[#0:1])-[#7+](=[#8])-[#8-],1
N#CC=C(N=C[S][R])[N]([R])[R],[#0:1]-[#16]-[#6H]=[#7]-[#6](-[#7](-[#0:2])-[#0:3])=[#6H]-[#6]#[#7],1
C=C1C(Cl)=C(Cl)C(Cl)=C1Cl,[#6H]=[#6]1-[#6](-[#17])=[#6](-[#17])-[#6](-[#17])=[#6]-1-[#17],1
O=C([O][R])[N]([R])C[N]([R])[S](=O)(=O)[R],[#0:1]-[#16](=[#8])(=[#8])-[#7](-[#6]-[#7](-[#6](=[#8])-[#8]-[#0:2])-[#0:3])-[#0:4],1
O=[S](=O)([R])O[S](=O)(=O)[R],[#0:1]-[#16](=[#8])(=[#8])-[#8]-[#16](=[#8])(=[#8])-[#0:2],1
[O-][S+]([R])[N]([R])[R],[#0:1]-[#7](-[#0:2])-[#16+](-[#8-])-[#0:3],1
N#CSC1=CC(=[N][R])C=C(SC#N)C1=O,[#0:1]-[#7]=[#6]1-[#6]=[#6](-[#16]-[#6]#[#7])-[#6](=[#8])-[#6](-[#16]-[#6]#[#7])=[#6]-1,1
O=[C]([R])C=C([N]([R])[R])[N]([R])[C](=O)[R],[#0:1]-[#6](=[#8])-[#7](-[#0:2])-[#6](-[#7](-[#0:3])-[#0:5])=[#6H]-[#6](=[#8])-[#0:4],1
O=[S](=O)([R])N=c1sc([S][R])n[n]1[R],[#0:1]-[#16]-[#6]1=[#7]-[#7](-[#0:2])-[#6](=[#7]-[#16](-[#0:3])(=[#8])=[#8])-[#16]-1,1
C=C([N]([R])[C](=O)[R])[N]([R])[C](=O)[R],[#0:1]-[#6](=[#8])-[#7](-[#6](=[#6H])-[#7](-[#6](-[#0:2])=[#8])-[#0:4])-[#0:3],1
O=[C]([R])[N]([R])C(=O)C=C[N]([R])[N]([R])[C](=O)[R],[#0:1]-[#6](=[#8])-[#7](-[#7](-[#6]=[#6H]-[#6](=[#8])-[#7](-[#6](=[#8])-[#0:2])-[#0:5])-[#0:4])-[#0:3],1
O=C([N]([R])[R])[N]([R])C=N[S](=O)(=O)[R],[#0:1]-[#16](=[#8])(=[#8])-[#7]=[#6H]-[#7](-[#6](-[#7](-[#0:2])-[#0:3])=[#8])-[#0:4],1
O=[S](=O)([R])C([CH]=[Car])[N]=[Car],[#0:1]-[#16](=[#8])(=[#8])-[#6](-[#6]=[#0:2])-[#7]=[#0:3],1
O=C1C(Br)=CC(=N[S](=O)(=O)[R])C=C1Br,[#0:1]-[#16](=[#8])(=[#8])-[#7]=[#6]1-[#6]=[#6](-[#35])-[#6](=[#8])-[#6](-[#35])=[#6]-1,1
O=[S](=O)([R])N=C1C=CC(=N[S](=O)(=O)[R])C=C1,[#0:1]-[#16](=[#8])(=[#8])-[#7]=[#6]1-[#6]=[#6]-[#6](=[#7]-[#16](=[#8])(=[#8])-[#0:2])-[#6]=[#6]-1,1
O=[S](=O)([R])N=C1[N]([R])C[N]([R])C[N]1[R],[#0:1]-[#16](=[#8])(=[#8])-[#7]=[#6]1-[#7](-[#6]-[#7](-[#0:2])-[#6]-[#7]-1-[#0:4])-[#0:3],1
O=[S](=O)([R])N1CN2CN(C1)CN([S](=O)(=O)[R])C2,[#0:1]-[#16](=[#8])(=[#8])-[#7]1-[#6]-[#7]2-[#6]-[#7](-[#6]-1)-[#6]-[#7](-[#16](=[#8])(=[#8])-[#0:2])-[#6]-2,1
O=C([N]([R])C[N]([R])[S](=O)(=O)[R])[N]([R])C[N]([R])[S](=O)(=O)[R],[#0:1]-[#16](=[#8])(=[#8])-[#7](-[#6]-[#7](-[#0:2])-[#6](-[#7](-[#0:3])-[#6]-[#7](-[#16](=[#8])(=[#8])-[#0:4])-[#0:6])=[#8])-[#0:5],1
O=[S]([R])[Nar],[#7]-[#16](=[#8])-[#0:1],1
O=[C]([R])C1=C(C(=O)[O][R])[N]([R])C(=O)C1=O,[#0:2]-[#8]-[#6](=[#8])-[#6]1=[#6](-[#6](=[#8])-[#0:3])-[#6](=[#8])-[#6](=[#8])-[#7]-1-[#0:1],1
O=C(C(=C[N]([R])[R])C(=N[O][R])[N]([R])[R])[N]([R])[R],[#0:1]-[#8]-[#7]=[#6](-[#7](-[#0:4])-[#0:5])-[#6](=[#6H]-[#7](-[#0:6])-[#0:7])-[#6](-[#7](-[#0:2])-[#0:3])=[#8],1
[R][N]([R])C=NC=N[N]([R])[R],[#0:1]-[#7](-[#0:2])-[#7]=[#6H]-[#7]=[#6]-[#7](-[#0:3])-[#0:4],1
N#CC=C([S][R])[N]([R])C=[N][R],[#6H](=[#7]-[#0:1])-[#7](-[#6](-[#16]-[#0:3])=[#6H]-[#6]#[#7])-[#0:2],1
O=[C]1N=CC=[N][R]1,[#0:1]1-[#7]=[#6H]-[#6]=[#7]-[#6]-1=[#8],1
C=C([S][R])C(=O)[N]([R])[R],[#0:1]-[#7](-[#6](=[#8])-[#6](=[#6H])-[#16]-[#0:2])-[#0:3],1
C=CC(=C)[N+](=O)[O-],[#6H]=[#6](-[#7+](=[#8])-[#8-])-[#6]=[#6H],1
O=[C]([R])[N]([R])[C]([Nar])=[N][R],[#7]-[#6](=[#7]-[#0:2])-[#7](-[#6](=[#8])-[#0:1])-[#0:3],1
C=C1[S][R][C](=O)[N]1[R],[#0:1]1-[#16]-[#6](=[#6H])-[#7](-[#0:2])-[#6]-1=[#8],1
O=C([N]=[Car])C(=C[O][R])[O][R],[#0:1]=[#7]-[#6](=[#8])-[#6](=[#6]-[#8]-[#0:2])-[#8]-[#0:3],1
O=[C]1[R][S]C(=N[S](=O)(=O)[R])[N]1[R],[#0:1]1-[#16]-[#6](=[#7]-[#16](=[#8])(=[#8])-[#0:2])-[#7](-[#0:3])-[#6]-1=[#8],1
O=C1C(Cl)=C([N]([R])[C](=O)[R])C(=O)C(Cl)=C1[N]([R])[C](=O)[R],[#0:1]-[#6](=[#8])-[#7](-[#6]1=[#6](-[#17])-[#6](=[#8])-[#6](-[#7](-[#6](=[#8])-[#0:2])-[#0:4])=[#6](-[#17])-[#6]-1=[#8])-[#0:3],1
N#CC(C#N)=C([N-][R])[C]([Nar+])=[N][R],[#7+]-[#6](=[#7]-[#0:1])-[#6](-[#7-]-[#0:2])=[#6](-[#6]#[#7])-[#6]#[#7],1
O=[C]([R])OCO[P](=O)([R])[R],[#0:1]-[#6](=[#8])-[#8]-[#6H]-[#8]-[#15](=[#8])(-[#0:2])-[#0:3],1
O=[C]([R])OCN1C(=O)C=CC1=O,[#0:1]-[#6](=[#8])-[#8]-[#6]-[#7]1-[#6](=[#8])-[#6]=[#6]-[#6]-1=[#8],1
O=[C]([R])OC=CC(=O)[O][R],[#0:1]-[#6](=[#8])-[#8]-[#6H]=[#6H]-[#6](=[#8])-[#8]-[#0:2],1
O=[C]1N=C[N]([R])[C](=O)[R]1,[#6H]1=[#7]-[#6](=[#8])-[#0:1]-[#6](=[#8])-[#7]-1-[#0:2],1
O=S(=O)([N]([R])[R])[N]([R])C[S][R],[#6H2](-[#16]-[#0:1])-[#7](-[#0:2])-[#16](=[#8])(=[#8])-[#7](-[#0:3])-[#0:4],1
O=[C]([R])N(C[O][R])C(=O)[N]([R])[R],[#0:1]-[#7](-[#6](=[#8])-[#7](-[#6](=[#8])-[#0:2])-[#6H2]-[#8]-[#0:3])-[#0:4],1
C=CC1=CC(=C)OC1=O,[#6H]=[#6]1-[#8]-[#6](=[#8])-[#6](=[#6H]-1)-[#6]=[#6H],1
O=[C]1[R][C](=O)[N]([R])C[N]1[R],[#0:1]1-[#6](=[#8])-[#7](-[#6]-[#7](-[#6]-1=[#8])-[#0:3])-[#0:2],1
[Car]=[N]CO[N]=[Car],[#6H2](-[#7]=[#0:1])-[#8]-[#7]=[#0:2],1
O=[C]1C=C[N]([R])[C](=O)[R]1,[#0:1]1-[#6](=[#8])-[#6]=[#6]-[#7](-[#6]-1=[#8])-[#0:2],1
C=CC(=O)[N]([R])C(=O)[N]([R])[R],[#6H](=[#6H2])-[#6](-[#7](-[#0:1])-[#6](=[#8])-[#7](-[#0:2])-[#0:3])=[#8],1
O=[S](=O)([R])N=c1scn[n]1[R],[#6H]1=[#7]-[#7](-[#0:1])-[#6](=[#7]-[#16](-[#0:2])(=[#8])=[#8])-[#16]-1,1
O=[C]1OC[N]([N]([R])[C](=O)[R])[R]1,[#6H2]1-[#8]-[#6](=[#8])-[#0:1]-[#7]-1-[#7](-[#6](=[#8])-[#0:2])-[#0:3],1
[R][N]=c1cc([N]([R])[R])nc[n]1[R],[#0:2]-[#7]1-[#6]=[#7]-[#6](-[#7](-[#0:3])-[#0:4])=[#6]-[#6]-1=[#7]-[#0:1],1
[R][N]1CN=CSC1,[#6H]1-[#7]=[#6H]-[#16]-[#6]-[#7]-1-[#0:1],1
O=[C]1N=C([N]([R])C(=O)[N]([R])[R])[S][R]1,[#0:1]1-[#16]-[#6](-[#7](-[#6](=[#8])-[#7](-[#0:2])-[#0:4])-[#0:3])=[#7]-[#6]-1=[#8],1
C=CC(=CC(=O)[N]([R])[R])C(=O)[O][R],[#6H]=[#6H]-[#6](=[#6]-[#6](-[#7](-[#0:1])-[#0:3])=[#8])-[#6](=[#8])-[#8]-[#0:2],1
O=C1C=CC(=C2C=C[N]([R])[N]2[R])C=C1,[#6H]1=[#6H]-[#7](-[#0:1])-[#7](-[#6]-1=[#6]1-[#6]=[#6]-[#6](=[#8])-[#6]=[#6]-1)-[#0:2],1
O=[C]1[R][C](=O)N(C(=[N][R])[N]([R])[R])[N]1[R],[#0:1]1-[#6](=[#8])-[#7](-[#6](-[#7](-[#0:2])-[#0:3])=[#7]-[#0:4])-[#7](-[#0:5])-[#6]-1=[#8],1
C=CC=C(C=CC(=O)[O][R])C(=O)[O][R],[#6H]=[#6H]/[#6]=[#6](/[#6]=[#6]/[#6](=[#8])-[#8]-[#0:1])-[#6](=[#8])-[#8]-[#0:2],1
C=CC(C=CC(=O)O)=CC(=O)[N]([R])[R],[#6H]=[#6H]-[#6](=[#6]-[#6](-[#7](-[#0:1])-[#0:2])=[#8])/[#6]=[#6]/[#6](=[#8])-[#8],1
O=C(O)C=CC1=CC(=O)C([O][R])=C([O][R])C1=O,[#6H](=[#6]-[#6]1=[#6H]-[#6](=[#8])-[#6](-[#8]-[#0:1])=[#6](-[#8]-[#0:2])-[#6]-1=[#8])-[#6](=[#8])-[#8],1
C=CC=CC=CC=CC=CC=CC(=O)[O][R],[#6H]=[#6]/[#6]=[#6]\[#6]=[#6]/[#6]=[#6]\[#6]=[#6]/[#6]=[#6]\[#6](=[#8])-[#8]-[#0:1],1
O=C1C=C(O)C(=O)C=C1O,[#6H]1=[#6](-[#8])-[#6](=[#8])-[#6]=[#6](-[#8])-[#6]-1=[#8],1
O=C(C=C([C](=O)[R])[N]([R])[R])[O][R],[#0:1]-[#7](-[#6](=[#6H]-[#6](=[#8])-[#8]-[#0:2])-[#6](-[#0:3])=[#8])-[#0:4],1
O=C(C=C(C(=O)[N]([R])[R])[N]([R])[R])[O][R],[#0:1]-[#7](-[#6](=[#6H]-[#6](=[#8])-[#8]-[#0:2])-[#6](-[#7](-[#0:3])-[#0:4])=[#8])-[#0:5],1
C=CC=N[N]([R])C(=O)[O][R],[#0:1]-[#8]-[#6](=[#8])-[#7](/[#7]=[#6]/[#6]=[#6H])-[#0:2],1
[R][N]=CC=C1OC([S][R])=N[N]1[R],[#0:1]-[#16]-[#6]1=[#7]-[#7](-[#6](=[#6H]-[#6]=[#7]-[#0:2])-[#8]-1)-[#0:3],1
O=CC=CC=C([S][R])[N]([R])[R],[#0:1]-[#7](/[#6](=[#6]/[#6]=[#6H]/[#6]=[#8])-[#16]-[#0:2])-[#0:3],1
